e, e_dot, e_int, stamp, 
0.1488899476095889, 0.0, 0.023785751141437033, 1770943913369141074, 
0.1488899476095889, 0.0, 0.014917578653100979, 1770943913399732176, 
0.14905965818907144, 0.0009511550535802618, 0.013415070842115384, 1770943913459207435, 
0.152821725394337, 0.025962319661603325, 0.016470247438451685, 1770943913509345940, 
0.16943307671728206, 0.07981740664316882, 0.023749422539081324, 1770943913610376715, 
0.23736788454637733, 0.3097260500034016, 0.03541709858350138, 1770943913699208321, 
0.26707116827460314, 0.35401346918990345, 0.04239736900165112, 1770943913799124849, 
0.3372337753719401, 0.3113848719351808, 0.05894059832054042, 1770943913909292084, 
0.3775433651534874, 0.346733144576498, 0.06876545897754346, 1770943914009235082, 
0.41738158344526394, 0.2819932578781952, 0.07168132913521673, 1770943914099233638, 
0.47012810089058926, 0.32300302995773394, 0.08020834867641442, 1770943914199444533, 
0.5174257065136297, 0.31905908433191327, 0.09834333483299278, 1770943914309229063, 
0.5714457738266954, 0.3236496216498594, 0.10902511237433042, 1770943914409242753, 
0.5856923087628843, 0.23265907109819348, 0.10620476514795063, 1770943914499496103, 
0.6350465096949951, 0.21754103868821772, 0.1135077871292695, 1770943914599247378, 
0.6515049801348006, 0.21474806877851202, 0.1309711392723512, 1770943914709358418, 
0.6947766180664527, 0.19403289205726218, 0.13877993200604916, 1770943914809379054, 
0.7376637978545768, 0.30176985815195784, 0.1325056639473874, 1770943914900110533, 
0.7985515467081608, 0.3622336696229263, 0.14121747798329998, 1770943914999273254, 
0.7687641896938814, 0.11438277884927273, 0.16068153628548337, 1770943915109242372, 
0.8171748370924906, 0.07109922045883617, 0.16687971654665998, 1770943915209229693, 
0.868369551312782, 0.35089567146280976, 0.15546944902963725, 1770943915299278927, 
0.8147131609146584, 0.010340102386975173, 0.15824570991735623, 1770943915399104984, 
0.8637984162520524, -0.031006426936251608, 0.17850169131984817, 1770943915509538082, 
0.9152313320138145, 0.32010838111248213, 0.1816822927929549, 1770943915609244114, 
0.8413424280465354, -0.10147098988781456, 0.16577002741728744, 1770943915699324131, 
0.875498730492146, -0.16014070457870674, 0.16721388255312106, 1770943915799832196, 
0.9238211901624395, 0.2604842917309953, 0.18478461780137878, 1770943915909253982, 
0.9742898851617239, 0.3154413629237291, 0.19361431487578365, 1770943916009249881, 
0.8812054182821565, -0.17516958262483506, 0.17634780291050478, 1770943916099604167, 
0.9238759104683538, -0.21429064606803225, 0.1857693771697297, 1770943916209765785, 
0.9663921868097604, 0.27156964628000085, 0.19367651223039362, 1770943916309250600, 
1.0088486127387715, 0.28364785300263323, 0.19300135054037543, 1770943916409483185, 
0.8902379265806826, -0.2984383097225916, 0.1816374593093791, 1770943916499415117, 
0.9266782872569813, -0.31875807376795356, 0.1793643466924619, 1770943916599907043, 
0.9686544781425455, 0.24868488915872677, 0.19495840835019293, 1770943916709381149, 
1.0096955666774194, 0.2648124587967039, 0.2027033514244284, 1770943916809237206, 
0.8789410458601474, -0.3467987417772193, 0.18090908634327715, 1770943916899325835, 
0.9014804103326558, -0.4163178194444637, 0.18733238912043096, 1770943917010661434, 
0.9234317524123121, 0.141592435282615, 0.18933087224267064, 1770943917109393680, 
0.9486257989777566, 0.15821894443013945, 0.1835896608706184, 1770943917209241367, 
0.8119588058406516, -0.4214288032984559, 0.16995288914311477, 1770943917299354768, 
0.8252269996628401, -0.461495284445462, 0.16422891335183742, 1770943917399776029, 
0.843290174258199, 0.09903618137909687, 0.17355575823355784, 1770943917509260963, 
0.8652240106448015, 0.1281011393240307, 0.17693385548755897, 1770943917609269236, 
0.7298739262205749, -0.42813333483277344, 0.15444622199201288, 1770943917699279387, 
0.7571782127111403, -0.4106020014417054, 0.14931090501508062, 1770943917799694461, 
0.7896853117874659, 0.1894709419221213, 0.15941083759401886, 1770943917909331061, 
0.82379717958205, 0.21263280892902667, 0.16559400861603127, 1770943918009248711, 
