e, e_dot, e_int, stamp, 
5.184416276534958, 0.0, 0.5120677922259657, 1770945838331879816, 
5.184416275242326, -9.358860335987353e-09, 0.49858503331445053, 1770945838377919317, 
5.1832586552599045, -0.0038537082769444526, 0.757750439307071, 1770945838478049954, 
5.174364679505845, -0.031165289605102845, 1.0811048088821884, 1770945838586599420, 
5.1610271724325125, -0.07213652275483269, 1.0745717441875313, 1770945838685781627, 
5.144631338732973, -0.10543330360064768, 0.9770776704031249, 1770945838775955274, 
5.125145094843238, -0.12379142359043459, 0.9925955101254303, 1770945838878758390, 
5.102876690167836, -0.12863974105747947, 1.107872855232856, 1770945838992158589, 
5.085229944362866, -0.1315435089817493, 1.0331753549527596, 1770945839081166482, 
5.064546888258101, -0.135192362421671, 0.9597652762889998, 1770945839180932026, 
5.04656101167368, -0.13368070548125188, 0.9756434883018407, 1770945839273774102, 
5.026209648994737, -0.13407384730582209, 0.960979374578062, 1770945839371384404, 
5.004170258052287, -0.13596276661683074, 1.0460539414723375, 1770945839481917242, 
4.982708443909366, -0.13867002257929698, 1.0489629867768506, 1770945839580994105, 
4.963747349142051, -0.14032811247046825, 0.9561259904856424, 1770945839673773955, 
4.939561677495858, -0.1389417363965391, 1.0252342808847963, 1770945839787611009, 
4.922945824046933, -0.14095393254342978, 0.9528763617245459, 1770945839866582531, 
4.899333479619369, -0.14212053528379218, 0.9265955326958414, 1770945839975919947, 
4.877800002784285, -0.14177947277566336, 1.0396947484194117, 1770945840078763988, 
4.858593865524564, -0.14237607712359157, 0.9320393214269519, 1770945840166967368, 
4.837768009236833, -0.13875863902649074, 0.9381142425948518, 1770945840271868933, 
4.81546305493584, -0.13379496034392088, 1.0393150950293217, 1770945840381822860, 
4.796136326827603, -0.13691954294559458, 0.9773310220862463, 1770945840474783911, 
4.7720207705708555, -0.13747380837586312, 1.011043632502559, 1770945840592696817, 
4.755496285749282, -0.13765608582738806, 0.9414781288666645, 1770945840671970642, 
4.732847995764037, -0.13873098587556598, 0.895045190931224, 1770945840780990424, 
4.714760513052644, -0.1342217083651651, 0.9554618254097214, 1770945840873784648, 
4.693371223369081, -0.137801640581275, 0.8988601723067802, 1770945840971683047, 
4.671701478926252, -0.13863429137618447, 0.9746249643823953, 1770945841081448677, 
4.651547717334914, -0.1327528599167845, 0.9816906458623744, 1770945841181795888, 
4.631989928955421, -0.13414159876343645, 0.9181035526820615, 1770945841278816177, 
4.608529937644013, -0.1361066541123638, 0.9747536480761244, 1770945841392294500, 
4.59045339448077, -0.1358733366329249, 0.9380306726662659, 1770945841482279228, 
4.569726303073802, -0.13638678602609874, 0.8697338368472164, 1770945841581796754, 
4.551639831618109, -0.13492235364907887, 0.8755669882597444, 1770945841673843955, 
4.531362861113994, -0.1345367507954679, 0.8644330398689583, 1770945841771744062, 
4.508191686753608, -0.139356484281298, 0.9411534375377927, 1770945841881585838, 
4.486779297063492, -0.14152796366714834, 0.9471651335746797, 1770945841981815426, 
4.468311639139144, -0.13805352614426736, 0.8631092070255495, 1770945842073910971, 
4.447419693523313, -0.13850131183282427, 0.845599608492338, 1770945842171093308, 
4.424106527545455, -0.14151699035392692, 0.9267762087143258, 1770945842282333941, 
4.403430992218397, -0.13914916878907, 0.9323569955312445, 1770945842381796133, 
4.384297145329305, -0.14005393486473292, 0.8349594793301843, 1770945842471927476, 
4.359659160293599, -0.13912878621251837, 0.9214534263856563, 1770945842592055420, 
4.341069756146215, -0.13760925871025576, 0.9142781666187064, 1770945842681543757, 
4.320424107352349, -0.1378750759006375, 0.823635186859562, 1770945842781816308, 
4.301951951581547, -0.13614661845417853, 0.827383351667507, 1770945842873016772, 
4.281178019560251, -0.1377594867294817, 0.81627637502908, 1770945842971595737, 
4.2583325356951836, -0.13948704718237484, 0.8927267149761381, 1770945843081574025, 
4.237907028573515, -0.13717295449049868, 0.8952952932089657, 1770945843181801427, 
4.219723956282012, -0.13375262187976533, 0.8151328507003945, 1770945843273883365, 
