x, y, theta, stamp, 
-2.0708633030608325e-08, 2.38424480158983e-08, -2.3823161787607702e-07, 1770945838233109238, 
-2.0708633030608325e-08, 2.38424480158983e-08, -2.3822888940575316e-07, 1770945838281749371, 
-2.0708633030608325e-08, 2.38424480158983e-08, -2.3822616093542936e-07, 1770945838331879816, 
6.572520305780927e-14, 3.730349362740526e-14, 1.868327848118886e-10, 1770945838377919317, 
0.00160622235853225, -0.00015540457388851792, 0.008031429819407744, 1770945838478049954, 
0.012999865226447582, -0.00015565789362881333, 0.043075441827484365, 1770945838586599420, 
0.029095090925693512, 0.0011042631231248379, 0.09818884017393294, 1770945838685781627, 
0.04837484657764435, 0.003314475528895855, 0.16953793696884353, 1770945838775955274, 
0.07017441093921661, 0.007357336580753326, 0.24910442375915362, 1770945838878758390, 
0.09315066784620285, 0.014395516365766525, 0.32882143638980266, 1770945838992158589, 
0.1108696460723877, 0.020589478313922882, 0.3930791237789892, 1770945839081166482, 
0.13059650361537933, 0.02913687564432621, 0.4471244074834164, 1770945839180932026, 
0.14702314138412476, 0.03746602311730385, 0.4768568722778168, 1770945839273774102, 
0.1646239012479782, 0.04809802770614624, 0.5200397850011975, 1770945839371384404, 
0.18306559324264526, 0.060368359088897705, 0.565522312655722, 1770945839481917242, 
0.20066283643245697, 0.07275797426700592, 0.5970389595344122, 1770945839580994105, 
0.21652723848819733, 0.08331850916147232, 0.6103015833114476, 1770945839673773955, 
0.23605525493621826, 0.09765028953552246, 0.6316273328771647, 1770945839787611009, 
0.24921740591526031, 0.10780505836009979, 0.6511888985644732, 1770945839866582531, 
0.2680146098136902, 0.12212315946817398, 0.6727559012861023, 1770945839975919947, 
0.2846759855747223, 0.13576474785804749, 0.6925369886971551, 1770945840078763988, 
0.2992282807826996, 0.14830636978149414, 0.7101935840227435, 1770945840166967368, 
0.3143886923789978, 0.1626579761505127, 0.7381138295504829, 1770945840271868933, 
0.33031725883483887, 0.17840489745140076, 0.7646046036474125, 1770945840381822860, 
0.34398001432418823, 0.19221952557563782, 0.7851792984850909, 1770945840474783911, 
0.3606410622596741, 0.20993082225322723, 0.8085734012403737, 1770945840592696817, 
0.3718983232975006, 0.2222631275653839, 0.8217859373221159, 1770945840671970642, 
0.38721197843551636, 0.23930983245372772, 0.8335289291262183, 1770945840780990424, 
0.39945411682128906, 0.25291165709495544, 0.8432175871191113, 1770945840873784648, 
0.4135887920856476, 0.2694191634654999, 0.8552547445604892, 1770945840971683047, 
0.4278920292854309, 0.28616881370544434, 0.8652559558412479, 1770945841081448677, 
0.44102486968040466, 0.30196020007133484, 0.8732445037179696, 1770945841181795888, 
0.45367980003356934, 0.3174000680446625, 0.8839061457542428, 1770945841278816177, 
0.4686640501022339, 0.3361693322658539, 0.8981398801262785, 1770945841392294500, 
0.4800124764442444, 0.3508819043636322, 0.9077898682323431, 1770945841482279228, 
0.4931740164756775, 0.3675748407840729, 0.9191453892023065, 1770945841581796754, 
0.5044000148773193, 0.38246890902519226, 0.9264542513500611, 1770945841673843955, 
0.5168541073799133, 0.3993392884731293, 0.935427139662571, 1770945841771744062, 
0.530923068523407, 0.41883328557014465, 0.9421275360967721, 1770945841881585838, 
